"churn_prediction","feature_0","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","feature_9","feature_10","feature_11","feature_12","feature_13","feature_14","feature_15"
"no",1.230269,-0.1702193,-1.298476,-0.9714129,1.367391,1.486125,7.562542,1,1,1,0,0,0,1,3,1
"no",-1.59495,7.394978,1.224839,-0.4860231,-0.5693506,0.5672976,0.1821975,8,2,1,0,0,0,0,8,2
"no",0.7593992,-0.3623544,0.02326031,0.09644471,-0.2465603,-0.4114531,-0.2519404,1,0,1,1,0,0,2,8,3
"no",0.5710512,-0.4474193,-0.09689757,-0.3734127,-0.5693506,-0.4114531,-0.2519404,3,1,0,0,1,0,1,5,3
"no",-0.9357324,-0.546607,1.344997,-0.08994499,0.7218105,-0.4114531,-0.2519404,0,2,1,0,1,1,2,8,3
"no",0.2885293,-0.3863302,-0.3372133,-0.4122438,-0.5693506,3.293818,0.1821975,1,1,0,0,1,0,0,8,0
"no",1.041921,-0.4474193,0.2635761,0.531354,0.3990202,-0.4114531,-0.2519404,9,1,1,0,0,0,0,1,3
"no",-0.6532105,-0.284515,-1.298476,-0.3306983,-0.5693506,-0.4114531,-0.2519404,7,2,0,0,1,0,0,3,3
"no",-0.8415585,-0.4241004,-1.65895,-0.711244,-0.5693506,-0.4114531,-0.2519404,4,1,2,0,0,0,0,3,3
"no",0.8535731,-0.1239098,0.6240497,-0.3539971,-0.5693506,-0.4114531,-0.2519404,6,0,1,0,1,1,1,9,3
"no",0.1943553,0.4613634,-0.09689757,0.2284707,1.367391,-0.4114531,-0.2519404,4,1,2,0,1,0,2,8,3
"yes",-0.8415585,-0.2490439,1.705471,0.5896008,-0.2465603,1.556036,0.6163354,1,2,1,0,0,0,0,4,1
"no",0.8535731,0.5083298,1.585313,2.065186,-0.5693506,-0.4114531,-0.2519404,4,1,1,0,0,0,1,5,3
"no",0.4768772,-0.08515431,-0.3372133,-0.2841009,-0.2465603,2.37499,1.050473,4,1,2,0,1,0,0,8,0
"no",-1.218254,-0.4454487,-0.8178448,-0.01616573,-0.5693506,-0.4114531,-0.2519404,1,1,1,0,1,0,2,8,3
"yes",-0.8415585,-0.5311706,-1.65895,2.713667,0.07622994,-0.4114531,-0.2519404,1,2,1,0,0,1,2,5,3
"no",-0.2765146,0.3007581,-0.3372133,-0.05499692,-0.5693506,-0.4114531,-0.2519404,4,1,2,0,1,1,0,8,3
"no",-1.12408,-0.3094762,1.465155,-0.6335816,0.07622994,-0.4114531,-0.2519404,3,1,2,0,1,0,2,8,3
"no",0.8535731,-0.4733658,-1.058161,-0.7306596,-0.5693506,-0.4114531,-0.2519404,0,2,1,0,0,1,0,5,3
"no",-1.029906,-0.4470909,-1.418634,-0.746192,-0.2465603,-0.4114531,-0.2519404,7,2,2,0,0,0,0,3,3
"no",1.889487,0.3923918,-0.5775291,-0.4627244,0.07622994,1.496112,0.1821975,5,1,2,0,1,0,0,1,2
"no",1.701139,-0.716737,-0.9380027,-0.8355038,-0.2465603,-0.4114531,-0.2519404,2,1,2,0,0,0,2,8,3
"yes",1.606965,0.4603781,-1.779108,0.7798736,-0.5693506,1.556036,0.1821975,4,1,2,0,0,0,0,6,0
"yes",-0.1823406,-0.4447919,0.1434182,0.2906006,-0.2465603,0.5573104,0.6163354,9,1,1,0,0,1,0,9,0
"no",-0.7473845,-0.2191562,0.6240497,-0.4277763,-0.5693506,-0.4114531,-0.2519404,1,1,3,0,1,1,0,9,3
"no",-0.4648626,-0.4244288,-1.178318,-0.614166,-0.2465603,-0.4114531,-0.2519404,1,1,1,0,1,0,2,6,3
"no",1.889487,-0.4188454,0.9845233,-0.2646853,-0.2465603,-0.4114531,-0.2519404,4,1,2,0,1,0,0,3,3
"no",1.889487,-0.09993393,1.344997,-0.385062,0.07622994,-0.4114531,-0.2519404,5,1,1,0,0,0,0,0,3
"no",1.701139,-0.2178425,1.465155,-0.6219322,-0.5693506,1.136571,2.352887,1,1,0,0,0,0,0,4,0
"no",-0.9357324,-0.4474193,0.6240497,-0.155958,-0.2465603,-0.4114531,-0.2519404,4,2,2,0,0,0,0,1,3
"no",0.6652252,0.2393406,-1.65895,-0.6374647,-0.5693506,-0.4114531,-0.2519404,0,2,1,0,0,0,0,3,3
"no",-0.6532105,-0.4474193,0.1434182,-0.711244,0.07622994,-0.4114531,-0.2519404,7,1,1,0,1,0,0,5,3
"no",1.324443,0.3296605,1.705471,-0.6374647,0.3990202,-0.4114531,-0.2519404,4,1,2,0,1,1,0,5,3
"no",-0.5590365,-0.4227866,1.465155,-0.9675298,5.240875,-0.4114531,-0.2519404,9,1,2,0,0,0,0,1,3
"no",0.4768772,0.6262383,-0.09689757,0.4187436,-0.5693506,-0.4114531,-0.2519404,7,1,1,0,1,0,2,8,3
"no",0.3827032,0.3799112,0.6240497,0.8225879,-0.5693506,-0.4114531,-0.2519404,0,0,1,0,0,0,0,9,3
"yes",-1.12408,-0.06479127,-1.538792,-0.05499692,-0.2465603,1.436189,0.1821975,9,2,1,0,0,0,0,2,2
"no",1.324443,-0.3564425,-0.4573712,-0.6102829,0.07622994,-0.4114531,-0.2519404,4,0,2,0,0,0,0,1,3
"no",1.230269,-0.4342819,0.2635761,-0.3345815,-0.2465603,-0.4114531,-0.2519404,1,2,1,0,1,0,0,5,3
"no",1.512791,-0.3787762,0.3837339,0.7565749,-0.5693506,-0.4114531,-0.2519404,10,1,2,0,0,0,2,6,3
"no",0.3827032,-0.2391908,1.104681,-0.1210099,-0.5693506,-0.4114531,-0.2519404,4,1,2,0,1,0,0,5,3
"no",0.1001813,-0.3472463,1.465155,-0.6840621,0.3990202,-0.4114531,-0.2519404,9,0,1,0,1,0,0,1,3
"no",0.7593992,0.1578884,1.104681,0.04208105,-0.5693506,-0.4114531,-0.2519404,9,1,2,0,1,0,0,8,3
"no",0.3827032,-0.3324667,-0.3372133,-0.4355426,-0.5693506,-0.4114531,-0.2519404,7,1,1,0,1,1,2,8,3
"no",-0.7473845,-0.4181885,0.2635761,0.07702912,-0.2465603,-0.4114531,-0.2519404,1,1,1,0,1,0,0,5,3
"no",-1.12408,-0.4293554,-0.697687,-0.08994499,-0.5693506,-0.4114531,-0.2519404,4,1,2,0,1,0,0,5,3
"no",0.2885293,-0.4063648,0.1434182,-0.5792179,0.07622994,-0.4114531,-0.2519404,6,2,1,0,1,0,1,0,3
"no",1.418617,-0.2158719,-0.5775291,-0.6685297,-0.2465603,-0.4114531,-0.2519404,4,1,2,0,0,1,0,1,3
"yes",-0.4648626,-0.3777909,0.8643654,3.661148,1.044601,-0.4114531,-0.2519404,0,1,1,0,1,1,0,5,3
"no",-0.9357324,-0.1156989,-0.09689757,0.4925228,0.07622994,3.233894,3.655301,4,1,2,0,1,0,0,8,1
"no",-1.312428,-0.4221298,-1.298476,-0.5248543,-0.5693506,-0.4114531,-0.2519404,2,2,1,0,1,1,0,8,3
"no",0.5710512,-0.3446188,-1.178318,-0.5598023,1.367391,-0.4114531,-0.2519404,4,0,2,0,1,0,2,6,3
"no",-0.08816664,-0.04311448,-0.09689757,-0.287984,-0.2465603,-0.4114531,-0.2519404,4,1,0,0,1,1,2,8,3
"no",-0.4648626,0.08431873,0.6240497,-0.5908673,-0.2465603,-0.4114531,-0.2519404,4,1,2,0,1,0,0,9,3
"yes",-0.8415585,-0.1475572,0.8643654,2.426316,-0.5693506,6.329942,1.484611,4,1,2,0,1,0,0,6,0
"no",-1.12408,-0.3731928,-0.09689757,0.0110161,-0.5693506,-0.4114531,-0.2519404,9,2,2,0,1,0,0,8,3
"no",1.041921,-0.3682662,1.224839,1.828316,-0.2465603,-0.4114531,-0.2519404,1,1,0,0,1,0,2,8,3
"no",-1.029906,-0.2832013,-0.9380027,-0.319049,-0.5693506,5.021612,1.050473,9,2,1,0,1,0,0,9,0
"no",-0.9357324,-0.3682662,-0.4573712,-0.1831398,0.7218105,-0.4114531,-0.2519404,8,2,1,0,1,0,0,8,3
"no",-1.12408,-0.4385516,-1.178318,1.925394,-0.5693506,-0.4114531,-0.2519404,0,2,1,0,1,0,0,8,3
"no",0.6652252,-0.5357687,-1.65895,-0.3539971,-0.5693506,2.225182,1.050473,1,2,1,0,0,0,0,3,1
"no",1.230269,-0.3548004,-1.298476,-0.4044776,-0.5693506,-0.4114531,-0.2519404,4,1,1,0,1,1,2,8,3
"no",1.324443,-0.08712492,0.2635761,-0.2297373,-0.2465603,-0.4114531,-0.2519404,4,2,2,0,0,0,1,1,3
"no",0.1943553,-0.4966848,0.6240497,-0.7617245,-0.2465603,0.9568005,1.050473,0,1,1,0,0,1,0,9,0
"no",-1.59495,-0.2789316,-0.09689757,-0.7656076,0.07622994,-0.4114531,-0.2519404,1,0,1,0,1,0,0,8,3
"no",0.9477471,-0.3104615,-0.8178448,-0.9325817,-0.5693506,-0.4114531,-0.2519404,4,2,2,0,1,0,2,8,3
"no",1.701139,5.092969,0.3837339,-0.5869842,-0.5693506,-0.4114531,-0.2519404,1,1,1,0,0,0,0,9,3
"no",-0.5590365,-0.4181885,1.465155,-0.2142048,8.145987,-0.4114531,-0.2519404,9,0,1,0,0,0,0,1,3
"no",-0.1823406,1.011165,0.6240497,-0.6685297,-0.2465603,-0.4114531,-0.2519404,9,1,1,0,1,0,2,8,3
"no",-0.4648626,-0.5807644,-0.2170554,-0.5986335,0.07622994,-0.4114531,-0.2519404,1,1,1,0,1,1,2,8,3
"no",-0.6532105,-0.2891131,0.5038918,-0.7345427,0.07622994,-0.4114531,-0.2519404,9,2,2,0,1,0,0,0,3
"no",-0.9357324,-0.4392084,-1.298476,-0.3345815,-0.5693506,-0.4114531,-0.2519404,7,1,1,0,1,1,2,8,3
"no",-0.4648626,-0.3580847,-0.5775291,-0.1404255,-0.2465603,-0.4114531,-0.2519404,1,1,0,0,0,0,2,6,3
"no",0.9477471,2.004028,0.5038918,-0.319049,-0.2465603,-0.4114531,-0.2519404,10,1,1,0,0,0,0,9,3
"no",-0.9357324,-0.02636424,-0.4573712,-0.4433088,-0.5693506,4.19267,0.6163354,9,2,1,0,0,0,0,8,0
"no",-0.5590365,-0.03588889,0.3837339,-0.187023,-0.2465603,-0.4114531,-0.2519404,4,1,2,0,1,0,2,8,3
"no",-0.8415585,-0.08811023,-0.5775291,-0.1986723,1.367391,-0.4114531,-0.2519404,9,2,2,0,1,0,0,8,3
"no",0.9477471,-0.3071771,-0.3372133,-0.09771123,1.690181,-0.4114531,-0.2519404,9,1,1,0,0,0,0,1,3
"no",-0.2765146,-0.4175317,0.3837339,0.9080165,2.012972,-0.4114531,-0.2519404,4,2,2,0,1,0,2,8,3
"no",1.136095,-0.2263818,-0.8178448,-0.2957503,-0.5693506,-0.4114531,-0.2519404,9,1,2,0,1,0,0,5,3
"no",-0.7473845,-0.3879724,1.465155,0.02654857,-0.2465603,-0.4114531,-0.2519404,9,1,1,0,1,1,1,5,3
"no",-0.8415585,-0.4470909,-0.9380027,0.5468865,0.3990202,-0.4114531,-0.2519404,4,0,2,0,1,0,2,8,3
"no",-1.12408,-0.1863126,-0.697687,0.04596417,-0.2465603,-0.4114531,-0.2519404,0,1,1,0,1,1,0,5,3
"no",-0.6532105,-0.2135728,-1.65895,0.2634188,0.07622994,-0.4114531,-0.2519404,6,1,0,0,1,0,2,6,3
"no",-1.500776,-0.1899254,-0.4573712,-0.5986335,-0.2465603,-0.4114531,-0.2519404,4,1,2,0,1,1,2,8,3
"no",-1.218254,-0.2937112,-1.538792,-0.1404255,-0.5693506,-0.4114531,-0.2519404,7,1,1,0,1,1,2,6,3
"no",-0.9357324,0.7296957,0.2635761,0.8109385,-0.5693506,-0.4114531,-0.2519404,0,1,1,0,1,1,0,9,3
"no",-1.312428,-0.4477478,0.7442076,-0.7694908,-0.2465603,-0.4114531,-0.2519404,7,2,1,1,0,0,0,5,3
"no",1.230269,-0.3006084,-0.2170554,-0.4355426,0.3990202,-0.4114531,-0.2519404,9,0,1,0,1,0,2,8,3
"no",1.418617,-0.4474193,1.344997,0.1275097,-0.2465603,-0.4114531,-0.2519404,1,1,0,0,0,0,2,6,3
"no",-1.12408,-0.02176614,1.585313,0.06537976,-0.5693506,1.995475,0.1821975,1,2,1,0,1,1,0,4,1
"no",1.701139,-0.107488,-1.298476,-0.1365424,-0.5693506,-0.4114531,-0.2519404,5,1,1,0,1,1,0,1,3
"yes",0.5710512,-0.4303407,0.5038918,2.41855,0.3990202,-0.4114531,-0.2519404,9,1,1,0,0,0,0,1,3
"no",-1.029906,-0.4474193,0.9845233,-0.1909061,-0.2465603,-0.4114531,-0.2519404,0,1,2,0,1,0,0,5,3
"no",-1.029906,-0.3850165,1.465155,-0.874335,0.07622994,-0.4114531,-0.2519404,9,2,2,0,1,0,0,5,3
"no",-0.8415585,-0.4415075,1.224839,-0.8005557,-0.5693506,-0.4114531,-0.2519404,9,0,1,0,0,0,2,8,3
"no",1.324443,-0.1235813,-1.65895,-0.9558805,0.07622994,-0.4114531,-0.2519404,0,2,1,1,0,1,0,3,3
"no",-0.3706886,-0.5420089,-1.178318,0.1546915,-0.2465603,-0.4114531,-0.2519404,1,1,1,0,1,1,2,6,3
"no",-0.3706886,-0.4241004,-0.9380027,-0.01616573,-0.5693506,-0.4114531,-0.2519404,5,1,1,0,0,1,0,8,3
"no",-1.12408,-0.4733658,0.2635761,-0.940348,0.3990202,3.144009,1.484611,7,2,1,0,1,1,0,8,1
"no",0.006007338,0.07873531,-1.65895,-0.451075,-0.5693506,-0.4114531,-0.2519404,9,1,1,0,1,0,0,6,3
"no",0.9477471,-0.5104791,0.02326031,-0.319049,0.07622994,-0.4114531,-0.2519404,0,1,1,0,0,0,2,6,3
"no",0.9477471,-0.4411791,1.224839,-0.9015168,2.335762,-0.4114531,-0.2519404,1,1,0,0,0,0,0,1,3
"no",1.324443,0.04457796,1.104681,0.3177825,0.7218105,-0.4114531,-0.2519404,4,2,2,0,0,0,0,1,3
"no",0.1943553,-0.01913865,-1.178318,0.9429646,-0.2465603,-0.4114531,-0.2519404,4,2,2,0,0,0,0,1,3
"no",-0.6532105,-0.1886117,-1.298476,0.04208105,-0.5693506,-0.4114531,-0.2519404,0,1,2,0,1,0,0,3,3
"no",-0.6532105,-0.5232881,-0.3372133,-0.9675298,1.690181,-0.4114531,-0.2519404,1,2,1,0,1,0,0,8,3
"yes",-0.4648626,-0.4474193,-1.418634,3.521355,-0.5693506,-0.4114531,-0.2519404,4,0,2,0,0,0,0,1,3
"no",0.5710512,-0.3600553,0.3837339,-0.6607634,-0.5693506,-0.4114531,-0.2519404,9,0,1,0,0,0,0,1,3
"no",-0.8415585,3.427142,-0.5775291,-0.6335816,-0.2465603,-0.4114531,-0.2519404,4,2,2,0,1,0,0,1,3
"no",-1.029906,0.4373876,-1.538792,-0.2569191,-0.5693506,-0.4114531,-0.2519404,4,1,2,0,0,0,0,6,3
"no",0.2885293,-0.4237719,1.585313,0.7682242,-0.5693506,-0.4114531,-0.2519404,1,1,1,0,1,0,2,8,3
"no",0.5710512,-0.3843596,1.705471,-0.5365036,1.044601,-0.4114531,-0.2519404,6,1,2,0,0,0,1,5,3
"no",-1.312428,-0.4392084,1.465155,-0.9714129,-0.5693506,-0.4114531,-0.2519404,8,2,0,1,0,0,2,1,3
"no",-1.029906,-0.4316544,0.2635761,-0.3772958,-0.5693506,1.326329,0.1821975,8,2,1,0,0,0,0,1,0
"no",0.1943553,-0.4474193,0.6240497,0.8381204,-0.5693506,-0.4114531,-0.2519404,4,1,2,0,1,0,0,5,3
"yes",-0.8415585,-0.2983093,0.2635761,2.795212,-0.5693506,-0.4114531,-0.2519404,7,0,1,0,1,0,0,5,3
"no",0.006007338,-0.320643,1.585313,-0.517088,-0.5693506,-0.4114531,-0.2519404,0,2,1,0,0,0,0,4,3
"no",2.077835,0.3250624,-1.418634,0.8420035,1.367391,-0.4114531,-0.2519404,4,1,3,0,0,0,1,8,3
"no",-0.2765146,-0.4267279,0.5038918,0.2401201,0.3990202,-0.4114531,-0.2519404,9,1,1,0,0,0,0,1,3
"no",1.701139,-0.1472287,-0.5775291,-0.4627244,1.690181,-0.4114531,-0.2519404,1,1,0,0,0,0,0,1,3
"no",0.006007338,-0.3689231,1.465155,-0.7073609,2.981343,-0.4114531,-0.2519404,0,1,1,0,1,0,0,5,3
"no",0.006007338,-0.3121037,-1.538792,-0.4044776,0.7218105,-0.4114531,-0.2519404,7,1,2,0,1,0,2,6,3
"no",-0.2765146,1.849663,0.5038918,-0.4200101,-0.2465603,-0.4114531,-0.2519404,1,1,1,0,1,0,0,9,3
"no",-1.12408,-0.02800642,0.5038918,-0.3617633,-0.2465603,4.402403,0.1821975,0,2,1,0,0,0,0,5,2
"no",-0.6532105,-0.5883184,-1.178318,0.2401201,-0.5693506,-0.4114531,-0.2519404,0,1,1,0,1,0,0,8,3
"yes",0.6652252,-0.4835473,-0.4573712,2.65542,-0.5693506,-0.4114531,-0.2519404,1,0,0,0,1,0,0,8,3
"no",2.454531,4.923496,1.344997,-0.1365424,-0.2465603,-0.4114531,-0.2519404,1,1,1,0,0,0,0,10,3
"no",1.795313,-0.1981363,-0.2170554,-0.4743737,-0.2465603,-0.4114531,-0.2519404,4,1,2,0,0,0,0,1,3
"no",1.418617,-0.1403316,-0.9380027,-0.1909061,-0.2465603,1.316342,0.1821975,4,1,2,0,1,0,0,8,0
"no",0.7593992,0.9244583,-0.09689757,0.06537976,0.3990202,-0.4114531,-0.2519404,1,0,1,0,1,0,0,5,3
"no",1.230269,1.670665,0.3837339,0.8886009,-0.5693506,-0.4114531,-0.2519404,5,1,1,0,0,0,2,6,3
"no",0.8535731,3.664272,0.1434182,-0.4355426,-0.2465603,1.06666,1.484611,1,1,0,0,1,0,0,0,2
"no",-1.218254,-0.4398653,1.465155,-0.4044776,-0.5693506,-0.4114531,-0.2519404,10,2,1,0,0,0,0,4,3
"no",1.230269,-0.212916,-1.298476,-0.1287762,-0.5693506,-0.4114531,-0.2519404,1,1,0,0,0,0,0,8,3
"no",1.606965,2.035558,-0.4573712,0.4109773,-0.2465603,-0.4114531,-0.2519404,5,1,1,0,0,0,0,1,3
"yes",-0.9357324,-0.3639966,0.2635761,5.117317,1.690181,-0.4114531,-0.2519404,4,0,2,0,0,0,0,1,3
"no",1.606965,1.978738,0.1434182,-0.6724128,-0.5693506,-0.4114531,-0.2519404,4,1,2,0,0,0,1,9,3
"no",0.3827032,1.248296,0.5038918,-0.9675298,-0.2465603,-0.4114531,-0.2519404,10,0,1,0,0,0,2,6,3
"no",-0.1823406,0.3076553,0.5038918,0.7449255,-0.5693506,2.30508,0.1821975,1,1,1,0,1,0,0,0,0
"no",0.006007338,-0.3249127,0.02326031,-0.6646466,0.07622994,-0.4114531,-0.2519404,2,1,2,0,0,0,2,6,3
"yes",2.172009,-0.1951804,-0.09689757,-0.03169821,-0.2465603,1.416214,0.1821975,3,1,0,0,0,0,0,5,2
"no",0.3827032,-0.3715506,0.2635761,-0.416127,0.07622994,-0.4114531,-0.2519404,0,1,1,0,1,0,2,6,3
"no",0.9477471,-0.07760028,0.1434182,0.2634188,0.07622994,-0.4114531,-0.2519404,1,1,0,0,1,0,0,0,3
"no",1.606965,1.494952,0.1434182,-0.7345427,0.3990202,-0.4114531,-0.2519404,4,0,0,0,0,0,2,6,3
"no",-0.4648626,-0.4359241,0.6240497,-0.04723068,0.3990202,-0.4114531,-0.2519404,4,1,2,0,0,0,0,1,3
"no",0.6652252,0.6377336,-0.5775291,0.5857177,0.07622994,-0.4114531,-0.2519404,1,1,0,0,0,0,2,6,3
"no",-1.029906,0.450525,0.6240497,0.7798736,0.07622994,-0.4114531,-0.2519404,9,2,1,0,0,0,0,9,3
"no",1.136095,-0.3327951,-1.058161,-0.4355426,-0.2465603,-0.4114531,-0.2519404,4,1,2,0,0,0,0,1,3
"no",-0.5590365,-0.371879,1.465155,-0.5986335,-0.5693506,-0.4114531,-0.2519404,9,2,1,0,0,0,0,1,3
"no",0.9477471,2.931203,1.585313,-0.548153,-0.5693506,-0.4114531,-0.2519404,1,0,3,0,1,0,2,8,3
"no",0.3827032,1.918306,1.705471,1.218666,-0.2465603,-0.4114531,-0.2519404,10,1,1,0,0,0,0,0,3
"no",-0.3706886,0.1132211,1.224839,1.117705,-0.2465603,7.42854,1.050473,9,1,1,0,1,0,0,5,0
"no",-0.7473845,0.8367659,0.3837339,1.62251,-0.2465603,-0.4114531,-0.2519404,7,2,1,0,1,0,0,9,3
"no",-0.1823406,0.8374227,1.585313,-0.1365424,-0.5693506,-0.4114531,-0.2519404,1,2,3,0,1,0,1,10,3
"no",0.2885293,-0.3869871,-0.5775291,-0.2413866,-0.2465603,-0.4114531,-0.2519404,1,2,1,0,1,0,0,8,3
"yes",1.512791,0.3789259,-0.09689757,3.020433,-0.5693506,-0.4114531,-0.2519404,5,0,2,0,1,0,2,8,3
"no",0.2885293,0.05640166,-1.058161,-0.3578802,-0.5693506,0.5872721,0.6163354,0,2,1,0,0,0,0,1,1
"no",-0.5590365,0.5428155,-0.8178448,1.92151,-0.2465603,-0.4114531,-0.2519404,1,1,1,0,1,0,2,6,3
"no",-1.312428,-0.4431497,-0.9380027,-0.6025167,-0.5693506,-0.4114531,-0.2519404,0,2,1,0,1,0,1,5,3
"no",0.006007338,0.2918904,1.224839,0.3100162,2.012972,-0.4114531,-0.2519404,4,1,2,0,0,0,0,1,3
"no",-0.08816664,2.58109,-1.418634,-0.02393197,-0.5693506,-0.4114531,-0.2519404,4,1,2,0,0,0,0,1,3
"no",-0.3706886,0.1211036,1.585313,-0.4277763,0.3990202,-0.4114531,-0.2519404,1,1,1,0,1,1,2,8,3
"no",-0.6532105,1.17604,0.3837339,-0.548153,-0.2465603,-0.4114531,-0.2519404,9,2,1,0,1,1,0,9,3
"no",1.701139,-0.4474193,1.585313,-0.8277375,1.367391,-0.4114531,-0.2519404,5,1,0,0,1,0,0,5,3
"no",-0.5590365,-0.1186548,0.9845233,-0.3112828,-0.2465603,-0.4114531,-0.2519404,9,2,1,0,0,1,0,5,3
"no",-0.9357324,-0.4474193,-0.2170554,0.3449643,0.3990202,-0.4114531,-0.2519404,9,1,1,0,0,0,0,5,3
"no",0.8535731,-0.4474193,1.705471,-0.2297373,-0.5693506,1.645921,0.1821975,4,1,2,0,0,0,0,4,0
"no",-0.08816664,-0.5177047,0.02326031,0.3488474,-0.2465603,2.255143,0.1821975,1,1,0,0,1,0,0,0,1
"no",0.4768772,-0.3505307,0.8643654,-0.4549581,1.044601,-0.4114531,-0.2519404,4,2,1,0,1,0,2,8,3
"no",-0.2765146,0.1608443,-0.3372133,1.350692,-0.5693506,-0.4114531,-0.2519404,1,1,0,0,1,0,0,8,3
"no",0.1943553,-0.4838758,-1.298476,-0.711244,1.367391,-0.4114531,-0.2519404,1,1,0,0,1,0,0,8,3
"no",0.9477471,-0.328197,-1.058161,-0.975296,-0.5693506,-0.4114531,-0.2519404,9,0,2,0,1,0,2,4,3
"no",-0.8415585,-0.3883008,-0.2170554,-0.3073996,-0.5693506,2.934276,0.1821975,1,1,1,0,1,0,0,0,1
"no",0.4768772,-0.2815591,0.2635761,-0.5403868,0.3990202,-0.4114531,-0.2519404,0,0,0,0,0,1,0,5,3
"yes",0.2885293,-0.4273847,-1.418634,3.894135,0.07622994,-0.4114531,-0.2519404,0,1,1,0,0,1,1,3,3
"no",-0.9357324,-0.328197,-0.3372133,-0.6374647,-0.2465603,-0.4114531,-0.2519404,4,2,2,0,0,0,0,1,3
"no",0.4768772,-0.2910838,1.705471,0.205172,0.3990202,-0.4114531,-0.2519404,1,1,0,0,1,0,2,8,3
"no",-1.312428,-0.4973416,1.585313,-0.08606187,-0.2465603,-0.4114531,-0.2519404,9,2,2,0,1,1,0,4,3
"no",-0.08816664,2.107814,-1.418634,0.4109773,-0.5693506,3.144009,0.1821975,4,1,2,0,0,0,1,8,1
"no",-0.8415585,-0.01224149,-0.4573712,-0.451075,-0.2465603,-0.4114531,-0.2519404,9,2,2,0,0,0,0,1,3
"no",-0.8415585,-0.5541611,0.6240497,-0.3384646,-0.5693506,-0.4114531,-0.2519404,1,1,1,0,1,1,2,8,3
"no",1.041921,-0.2444458,-0.697687,0.3643799,-0.2465603,0.6172339,0.6163354,3,1,0,0,1,1,0,1,0
"no",1.701139,-0.2917406,0.6240497,-0.02393197,-0.5693506,-0.4114531,-0.2519404,4,1,2,0,0,0,0,1,3
"no",-0.08816664,-0.2864856,-1.058161,0.8497697,-0.2465603,-0.4114531,-0.2519404,4,0,2,0,1,0,2,8,3
"no",1.230269,5.08443,-0.5775291,-0.5520361,-0.5693506,-0.4114531,-0.2519404,4,1,2,0,0,0,2,6,3
"no",-0.8415585,0.4367307,0.2635761,-0.6180491,-0.2465603,-0.4114531,-0.2519404,0,2,3,0,1,0,0,8,3
"no",1.512791,-0.3357511,1.825628,-0.3539971,-0.2465603,-0.4114531,-0.2519404,0,1,1,0,0,1,0,5,3
"no",-0.6532105,-0.4218013,-1.058161,-0.8665687,0.07622994,-0.4114531,-0.2519404,7,0,1,0,1,0,2,8,3
"no",4.055488,-0.2375487,0.2635761,0.368263,0.07622994,-0.4114531,-0.2519404,5,0,0,0,0,0,1,8,3
"no",-0.5590365,-0.4438065,1.104681,0.139159,-0.5693506,-0.4114531,-0.2519404,7,2,1,0,1,0,0,5,3
"no",-0.08816664,-0.5170478,-1.298476,-0.7267765,-0.5693506,2.175245,0.1821975,7,1,1,0,1,1,0,3,0
"no",-0.6532105,-0.3919136,1.104681,-0.5559192,0.3990202,-0.4114531,-0.2519404,4,1,2,0,0,0,0,1,3
"no",-0.5590365,-0.3587416,0.1434182,-0.1637242,-0.5693506,-0.4114531,-0.2519404,1,2,1,0,1,0,0,0,3
"no",-1.12408,-0.008628693,1.465155,0.1546915,0.7218105,-0.4114531,-0.2519404,7,0,1,0,1,0,2,8,3
"no",-0.5590365,-0.4326397,1.585313,-0.3539971,-0.5693506,-0.4114531,-0.2519404,0,0,1,0,1,0,2,8,3
"no",0.4768772,-0.3988108,-1.298476,-0.6724128,0.3990202,-0.4114531,-0.2519404,0,2,1,0,1,0,0,8,3
"no",0.2885293,-0.4474193,-1.65895,0.170224,-0.5693506,-0.4114531,-0.2519404,9,1,1,0,0,0,2,6,3
"no",-0.6532105,-0.4385516,1.224839,-0.4860231,0.07622994,-0.4114531,-0.2519404,9,0,1,0,1,0,2,8,3
"no",-1.12408,-0.4332966,-1.178318,0.03819793,-0.2465603,-0.4114531,-0.2519404,1,1,1,0,1,0,2,8,3
"no",1.512791,0.5027463,-0.9380027,-0.1986723,-0.2465603,-0.4114531,-0.2519404,7,1,0,0,0,0,0,1,3
"yes",-1.312428,-0.1416453,-1.418634,3.183524,-0.5693506,-0.4114531,-0.2519404,9,2,2,0,1,0,0,3,3
"no",1.136095,1.649974,-0.4573712,-0.3423477,1.690181,-0.4114531,-0.2519404,1,1,0,0,1,0,2,8,3
"no",1.041921,-0.4474193,-1.058161,-0.1831398,-0.5693506,2.534786,0.1821975,9,1,1,0,1,0,0,11,0
"no",0.5710512,-0.6490791,1.224839,-0.5442699,-0.2465603,-0.4114531,-0.2519404,1,1,1,1,1,0,2,8,3
"no",1.701139,0.1812074,-1.058161,-0.5132049,0.07622994,-0.4114531,-0.2519404,0,1,1,0,1,0,0,5,3
"no",0.2885293,-0.4924151,1.825628,-0.416127,3.304133,-0.4114531,-0.2519404,0,1,1,0,0,0,0,5,3
"yes",-1.218254,1.78299,-0.8178448,0.399328,-0.5693506,0.05794776,14.94289,4,2,2,0,0,0,1,1,0
"no",-0.9357324,-0.3761487,0.3837339,0.9429646,0.3990202,-0.4114531,-0.2519404,6,2,2,0,0,0,0,9,3
